自增ID,内部订单号,线上订单号,店铺名称,全渠道用户ID,发货日期,付款日期,应付金额,已付金额,状态,收货人,款号,商品编码,商品名称,颜色及规格,下单时间,省份,城市,平台站点,子订单编号,线上子订单编号,原始线上订单号,数量,商品单价,商品金额,原价,是否赠品,子订单状态,退款状态,登记数量,实退数量
4084,INT20250004083,ON20250004083,欧时力女装官方旗舰店,ad4677602895400568,2025-07-27 12:40:58,2025-07-26 12:40:58,448.0,448.0,已完成,王玉兰,SPU156,SPU156-米色-XL,休闲裤热卖款,米色 短款,2025-07-26 12:40:58,湖北省,仙桃市,微信,SUB20250004083,ONSUB20250004083,ORIG20250004083,2,224.0,448.0,287.88,否,已完成,成功退款,2,1
4085,INT20250004084,ON20250004084,Massimo Dutti男装官方旗舰店,af3091366219996402,2025-10-28 11:52:18,2025-10-27 11:52:18,766.0,766.0,已完成,何亮,SPU020,SPU020-蓝色-M,家居服春季款,蓝色 短款,2025-10-26 11:52:18,云南省,西双版纳傣族自治州,淘宝,SUB20250004084,ONSUB20250004084,ORIG20250004084,2,383.0,766.0,460.88,否,已完成,未申请退款,0,0
4086,INT20250004085,ON20250004085,Stradivarius女装官方旗舰店,ab3782019378688873,,,422.0,0.0,待付款,张坤,SPU198,SPU198-灰色-L,休闲衬衫秋冬款,灰色 宽松,2025-07-10 13:45:20,湖北省,潜江市,抖音,SUB20250004085,ONSUB20250004085,ORIG20250004085,1,422.0,422.0,551.29,是,待付款,未申请退款,0,0
4087,INT20250004086,ON20250004086,VERO MODA女装官方旗舰店,ae6759827201049238,2025-09-03 06:06:15,2025-09-02 06:06:15,486.0,486.0,已完成,高峰,SPU013,SPU013-米色-均码,套头卫衣新款,米色 短款,2025-09-01 06:06:15,上海市,上海市,京东,SUB20250004086,ONSUB20250004086,ORIG20250004086,1,486.0,486.0,616.84,是,已完成,成功退款,1,1
4088,INT20250004087,ON20250004087,GAP童装官方旗舰店,ae4746901116792425,2025-05-09 21:42:13,2025-05-07 21:42:13,263.0,263.0,已完成,郭杨,SPU020,SPU020-蓝色-L,家居服春季款,蓝色 修身,2025-05-07 21:42:13,湖南省,衡阳市,拼多多,SUB20250004087,ONSUB20250004087,ORIG20250004087,1,263.0,263.0,309.72,否,已完成,未申请退款,0,0
4089,INT20250004088,ON20250004088,太平鸟男装官方旗舰店,ad3847870223690613,2025-09-16 03:44:57,2025-09-14 03:44:57,243.0,243.0,已发货,吴强,SPU058,SPU058-绿色-XXXL,运动套装热卖款,绿色 标准,2025-09-12 03:44:57,陕西省,延安市,微信,SUB20250004088,ONSUB20250004088,ORIG20250004088,1,243.0,243.0,269.05,否,已发货,未申请退款,0,0
4090,INT20250004089,ON20250004089,太平鸟女装官方旗舰店,ad4591322698129006,2025-09-18 01:04:19,2025-09-17 01:04:19,453.0,453.0,已发货,熊娜,SPU098,SPU098-绿色-XL,休闲裤热卖款,绿色 宽松,2025-09-15 01:04:19,内蒙古自治区,巴彦淖尔市,天猫,SUB20250004089,ONSUB20250004089,ORIG20250004089,3,151.0,453.0,169.25,是,已发货,申请退款,3,0
4091,INT20250004090,ON20250004090,Pull&Bear官方旗舰店,af1452326476004822,2025-09-07 14:25:55,2025-09-05 14:25:55,427.0,427.0,已完成,位瑜,SPU071,SPU071-粉色-XXXL,家居服热卖款,粉色 加长,2025-09-05 14:25:55,重庆市,重庆市,微信,SUB20250004090,ONSUB20250004090,ORIG20250004090,1,427.0,427.0,570.84,否,已完成,成功退款,1,1
4092,INT20250004091,ON20250004091,GXG男装官方旗舰店,af6578892105253502,,,152.0,0.0,待付款,吴淑兰,SPU123,SPU123-粉色-M,家居服夏季款,粉色 修身,2025-05-28 04:10:17,贵州省,黔东南苗族侗族自治州,抖音,SUB20250004091,ONSUB20250004091,ORIG20250004091,1,152.0,152.0,209.01,否,待付款,未申请退款,0,0
4093,INT20250004092,ON20250004092,江南布衣女装官方旗舰店,ad6229484227075803,2025-05-27 14:44:18,2025-05-26 14:44:18,543.0,543.0,已完成,吴慧,SPU088,SPU088-橙色-XXL,童装套装春季款,橙色 标准,2025-05-26 14:44:18,贵州省,六盘水市,天猫,SUB20250004092,ONSUB20250004092,ORIG20250004092,3,181.0,543.0,235.15,否,已完成,退款关闭,0,0
4094,INT20250004093,ON20250004093,Stradivarius女装官方旗舰店,ae9902841797578387,2025-07-28 05:21:31,2025-07-25 05:21:31,453.0,453.0,已完成,吕芳,SPU128,SPU128-棕色-均码,针织连衣裙新款,棕色 标准,2025-07-23 05:21:31,青海省,海东市,淘宝,SUB20250004093,ONSUB20250004093,ORIG20250004093,3,151.0,453.0,202.81,否,已完成,成功退款,3,3
4095,INT20250004094,ON20250004094,森马男装官方旗舰店,ac5086057460976385,2025-09-24 11:05:16,2025-09-23 11:05:16,552.0,552.0,已完成,王欢,SPU029,SPU029-黑色-M,伞裙夏季款,黑色 短款,2025-09-23 11:05:16,甘肃省,兰州市,拼多多,SUB20250004094,ONSUB20250004094,ORIG20250004094,3,184.0,552.0,214.01,是,已完成,成功退款,3,1
4096,INT20250004095,ON20250004095,Bershka女装官方旗舰店,af4388455242625745,2025-06-15 17:46:55,2025-06-13 17:46:55,321.0,321.0,已发货,王琴,SPU044,SPU044-橙色-均码,风衣新款,橙色 修身,2025-06-11 17:46:55,北京市,北京市,拼多多,SUB20250004095,ONSUB20250004095,ORIG20250004095,3,107.0,321.0,137.91,否,已发货,未申请退款,0,0
4097,INT20250004096,ON20250004096,森马官方旗舰店,af5643262914905932,2025-09-03 13:26:38,2025-09-02 13:26:38,248.0,248.0,已完成,王颖,SPU077,SPU077-棕色-均码,套头卫衣秋冬款,棕色 加长,2025-09-01 13:26:38,湖北省,随州市,京东,SUB20250004096,ONSUB20250004096,ORIG20250004096,2,124.0,248.0,145.93,否,已完成,成功退款,2,2
4098,INT20250004097,ON20250004097,Bershka官方旗舰店,ac4660652880289122,2025-06-15 23:00:39,2025-06-14 23:00:39,500.0,500.0,已完成,卢红,SPU049,SPU049-灰色-S,风衣新款,灰色 修身,2025-06-12 23:00:39,安徽省,合肥市,微信,SUB20250004097,ONSUB20250004097,ORIG20250004097,2,250.0,500.0,339.1,是,已完成,未申请退款,0,0
4099,INT20250004098,ON20250004098,森马男装官方旗舰店,af4152166486344283,2025-05-15 07:07:22,2025-05-12 07:07:22,439.0,439.0,已发货,何琴,SPU168,SPU168-黄色-L,连帽卫衣秋冬款,黄色 修身,2025-05-12 07:07:22,河南省,濮阳市,抖音,SUB20250004098,ONSUB20250004098,ORIG20250004098,1,439.0,439.0,573.2,否,已发货,未申请退款,0,0
4100,INT20250004099,ON20250004099,森马官方旗舰店,ad8195495186757094,2025-10-30 05:14:45,2025-10-29 05:14:45,952.0,880.63,已完成,冯娜,SPU189,SPU189-蓝色-L,跑步外套夏季款,蓝色 加长,2025-10-27 05:14:45,北京市,北京市,京东,SUB20250004099,ONSUB20250004099,ORIG20250004099,2,476.0,952.0,588.69,否,已完成,未申请退款,0,0
4101,INT20250004100,ON20250004100,Mango女装官方旗舰店,af6070999160272322,2025-09-02 18:16:48,2025-09-01 18:16:48,614.0,614.0,已发货,李桂英,SPU122,SPU122-米色-XXL,短裤经典款,米色 修身,2025-08-31 18:16:48,新疆维吾尔自治区,和田地区,微信,SUB20250004100,ONSUB20250004100,ORIG20250004100,2,307.0,614.0,408.37,否,已发货,申请退款,2,0
4102,INT20250004101,ON20250004101,Bershka官方旗舰店,ac4884782303682134,2025-10-24 14:52:36,2025-10-22 14:52:36,77.0,77.0,已完成,张勇,SPU109,SPU109-棕色-XS,家居服热卖款,棕色 短款,2025-10-21 14:52:36,福建省,福州市,天猫,SUB20250004101,ONSUB20250004101,ORIG20250004101,1,77.0,77.0,96.33,否,已完成,成功退款,1,1
4103,INT20250004102,ON20250004102,ZARA官方旗舰店,ab5327499884513299,2025-09-23 08:52:03,2025-09-20 08:52:03,560.0,560.0,已完成,王浩,SPU018,SPU018-红色-L,休闲裤秋冬款,红色 短款,2025-09-18 08:52:03,陕西省,渭南市,拼多多,SUB20250004102,ONSUB20250004102,ORIG20250004102,2,280.0,560.0,318.8,是,已完成,成功退款,2,1
4104,INT20250004103,ON20250004103,Mango官方旗舰店,ac8822405200997622,2025-06-16 18:30:37,2025-06-15 18:30:37,858.0,858.0,已完成,马金凤,SPU181,SPU181-棕色-XS,羽绒服夏季款,棕色 宽松,2025-06-14 18:30:37,云南省,昭通市,拼多多,SUB20250004103,ONSUB20250004103,ORIG20250004103,3,286.0,858.0,370.02,是,已完成,退款关闭,0,0
4105,INT20250004104,ON20250004104,耐克官方旗舰店,ad2482085111552665,,,730.0,0.0,已取消,马涛,SPU141,SPU141-红色-XXXL,跑步外套春季款,红色 短款,2025-06-28 06:35:19,北京市,北京市,抖音,SUB20250004104,ONSUB20250004104,ORIG20250004104,2,365.0,730.0,498.37,是,已取消,未申请退款,0,0
4106,INT20250004105,ON20250004105,江南布衣女装官方旗舰店,ae1623413712840288,2025-07-25 15:03:31,2025-07-22 15:03:31,490.0,490.0,已完成,王帅,SPU050,SPU050-黑色-XXL,休闲裤热卖款,黑色 修身,2025-07-21 15:03:31,青海省,西宁市,天猫,SUB20250004105,ONSUB20250004105,ORIG20250004105,2,245.0,490.0,358.2,否,已完成,成功退款,2,1
4107,INT20250004106,ON20250004106,Massimo Dutti官方旗舰店,ae6052732005947069,,,732.0,0.0,待付款,崔建华,SPU032,SPU032-黄色-M,连帽卫衣春季款,黄色 加长,2025-07-23 16:08:05,陕西省,渭南市,拼多多,SUB20250004106,ONSUB20250004106,ORIG20250004106,2,366.0,732.0,535.51,否,待付款,未申请退款,0,0
4108,INT20250004107,ON20250004107,优衣库官方旗舰店,af6722260704533721,,,334.0,0.0,已取消,杨凤兰,SPU073,SPU073-蓝色-M,短裤秋冬款,蓝色 标准,2025-07-07 08:10:50,江苏省,宿迁市,微信,SUB20250004107,ONSUB20250004107,ORIG20250004107,2,167.0,334.0,249.74,否,已取消,未申请退款,0,0
4109,INT20250004108,ON20250004108,美特斯邦威官方旗舰店,ae3643092968031507,2025-09-08 10:50:39,2025-09-07 10:50:39,788.0,788.0,已发货,董东,SPU026,SPU026-绿色-S,家居服秋冬款,绿色 加长,2025-09-05 10:50:39,上海市,上海市,抖音,SUB20250004108,ONSUB20250004108,ORIG20250004108,2,394.0,788.0,533.24,是,已发货,未申请退款,0,0
4110,INT20250004109,ON20250004109,GAP男装官方旗舰店,ab1616278919336653,2025-10-29 15:26:28,2025-10-28 15:26:28,994.0,994.0,已完成,谌瑞,SPU002,SPU002-灰色-M,运动长裤夏季款,灰色 修身,2025-10-28 15:26:28,宁夏回族自治区,中卫市,拼多多,SUB20250004109,ONSUB20250004109,ORIG20250004109,2,497.0,994.0,566.39,是,已完成,未申请退款,0,0
4111,INT20250004110,ON20250004110,H&M童装官方旗舰店,ab9153173654650140,,2025-07-09 16:37:47,1311.0,1311.0,已付款,冯秀梅,SPU153,SPU153-红色-M,童装套装夏季款,红色 标准,2025-07-09 16:37:47,陕西省,西安市,京东,SUB20250004110,ONSUB20250004110,ORIG20250004110,3,437.0,1311.0,481.76,否,已付款,未申请退款,0,0
4112,INT20250004111,ON20250004111,Mango女装官方旗舰店,ac2576885087898727,,2025-10-17 10:15:11,736.0,736.0,已付款,张凤英,SPU142,SPU142-棕色-XXL,童装套装经典款,棕色 宽松,2025-10-16 10:15:11,湖南省,株洲市,京东,SUB20250004111,ONSUB20250004111,ORIG20250004111,2,368.0,736.0,452.25,是,已付款,未申请退款,0,0
4113,INT20250004112,ON20250004112,韩都衣舍女装官方旗舰店,ab9937458540870498,2025-10-15 12:46:10,2025-10-14 12:46:10,152.0,152.0,已完成,黄婷,SPU073,SPU073-蓝色-XXL,短裤秋冬款,蓝色 加长,2025-10-12 12:46:10,吉林省,延边朝鲜族自治州,拼多多,SUB20250004112,ONSUB20250004112,ORIG20250004112,1,152.0,152.0,181.48,否,已完成,退款关闭,0,0
4114,INT20250004113,ON20250004113,森马男装官方旗舰店,ab9322737574201208,2025-09-28 17:06:37,2025-09-26 17:06:37,274.0,274.0,已发货,柳秀英,SPU000,SPU000-黑色-XS,家居服春季款,黑色 加长,2025-09-24 17:06:37,福建省,福州市,拼多多,SUB20250004113,ONSUB20250004113,ORIG20250004113,1,274.0,274.0,346.9,是,已发货,未申请退款,0,0
4115,INT20250004114,ON20250004114,ZARA男装官方旗舰店,ab9778906811438442,2025-06-21 04:22:47,2025-06-19 04:22:47,1266.0,1266.0,已完成,顾欢,SPU135,SPU135-棕色-L,风衣春季款,棕色 加长,2025-06-17 04:22:47,广西壮族自治区,梧州市,拼多多,SUB20250004114,ONSUB20250004114,ORIG20250004114,3,422.0,1266.0,556.51,是,已完成,成功退款,3,3
4116,INT20250004115,ON20250004115,Massimo Dutti女装官方旗舰店,ab2841278282614764,2025-07-23 11:28:02,2025-07-20 11:28:02,612.0,612.0,已发货,高淑英,SPU196,SPU196-紫色-M,休闲衬衫春季款,紫色 短款,2025-07-20 11:28:02,湖南省,湘西土家族苗族自治州,微信,SUB20250004115,ONSUB20250004115,ORIG20250004115,3,204.0,612.0,232.08,否,已发货,退款中,3,0
4117,INT20250004116,ON20250004116,VERO MODA官方旗舰店,af3558481502166398,2025-08-03 21:48:12,2025-07-31 21:48:12,496.0,459.81,已完成,霍利,SPU136,SPU136-灰色-L,休闲衬衫秋冬款,灰色 宽松,2025-07-31 21:48:12,新疆维吾尔自治区,阿勒泰地区,天猫,SUB20250004116,ONSUB20250004116,ORIG20250004116,2,248.0,496.0,289.08,否,已完成,未申请退款,0,0
4118,INT20250004117,ON20250004117,欧时力女装官方旗舰店,ac6333142822224198,2025-10-11 12:29:00,2025-10-08 12:29:00,375.0,375.0,已发货,杜坤,SPU097,SPU097-蓝色-XL,羽绒服经典款,蓝色 标准,2025-10-07 12:29:00,河南省,商丘市,天猫,SUB20250004117,ONSUB20250004117,ORIG20250004117,1,375.0,375.0,475.01,是,已发货,申请退款,1,0
4119,INT20250004118,ON20250004118,欧时力女装官方旗舰店,ad2374853191869356,2025-08-21 05:14:13,2025-08-20 05:14:13,152.0,152.0,已完成,莫旭,SPU155,SPU155-米色-XS,家居服夏季款,米色 短款,2025-08-18 05:14:13,广东省,中山市,微信,SUB20250004118,ONSUB20250004118,ORIG20250004118,2,76.0,152.0,103.88,是,已完成,未申请退款,0,0
4120,INT20250004119,ON20250004119,GAP女装官方旗舰店,af6282406304770515,2025-07-24 13:18:38,2025-07-21 13:18:38,328.0,328.0,已完成,赵秀兰,SPU097,SPU097-蓝色-XXXL,羽绒服经典款,蓝色 加长,2025-07-19 13:18:38,吉林省,松原市,拼多多,SUB20250004119,ONSUB20250004119,ORIG20250004119,1,328.0,328.0,475.22,是,已完成,未申请退款,0,0
4121,INT20250004120,ON20250004120,Bershka官方旗舰店,ae1790750712075990,,2025-05-22 17:16:16,1434.0,1434.0,已付款,王琴,SPU194,SPU194-红色-XXXL,套头卫衣春季款,红色 短款,2025-05-22 17:16:16,河南省,驻马店市,天猫,SUB20250004120,ONSUB20250004120,ORIG20250004120,3,478.0,1434.0,667.94,否,已付款,未申请退款,0,0
4122,INT20250004121,ON20250004121,优衣库童装官方旗舰店,ad4576496886352419,2025-09-11 18:57:28,2025-09-08 18:57:28,558.0,558.0,已完成,汤博,SPU198,SPU198-灰色-L,休闲衬衫秋冬款,灰色 加长,2025-09-08 18:57:28,辽宁省,铁岭市,天猫,SUB20250004121,ONSUB20250004121,ORIG20250004121,3,186.0,558.0,230.26,是,已完成,成功退款,3,3
4123,INT20250004122,ON20250004122,太平鸟官方旗舰店,ac9400593099262332,,2025-09-25 12:24:36,762.0,762.0,已付款,曹帆,SPU057,SPU057-米色-M,针织衫夏季款,米色 修身,2025-09-23 12:24:36,浙江省,丽水市,天猫,SUB20250004122,ONSUB20250004122,ORIG20250004122,2,381.0,762.0,547.41,是,已付款,未申请退款,0,0
4124,INT20250004123,ON20250004123,ONLY女装官方旗舰店,ad7353783529762740,2025-10-21 12:43:01,2025-10-20 12:43:01,490.0,490.0,已完成,李丹,SPU011,SPU011-棕色-XS,运动T恤春季款,棕色 宽松,2025-10-18 12:43:01,吉林省,通化市,天猫,SUB20250004123,ONSUB20250004123,ORIG20250004123,1,490.0,490.0,718.8,否,已完成,未申请退款,0,0
4125,INT20250004124,ON20250004124,Bershka官方旗舰店,ac8077485179905608,,2025-10-24 18:07:07,453.0,453.0,已付款,关秀芳,SPU128,SPU128-棕色-均码,针织连衣裙新款,棕色 标准,2025-10-22 18:07:07,西藏自治区,拉萨市,淘宝,SUB20250004124,ONSUB20250004124,ORIG20250004124,3,151.0,453.0,174.33,是,已付款,未申请退款,0,0
4126,INT20250004125,ON20250004125,优衣库官方旗舰店,ad1253889366155089,2025-09-16 23:55:52,2025-09-14 23:55:52,339.0,339.0,已完成,吴波,SPU196,SPU196-紫色-M,休闲衬衫春季款,紫色 短款,2025-09-13 23:55:52,辽宁省,本溪市,抖音,SUB20250004125,ONSUB20250004125,ORIG20250004125,3,113.0,339.0,160.58,否,已完成,未申请退款,0,0
4127,INT20250004126,ON20250004126,美特斯邦威男装官方旗舰店,ae3761815458760546,2025-07-07 05:09:31,2025-07-05 05:09:31,160.0,160.0,已完成,陈淑珍,SPU043,SPU043-粉色-M,训练外套经典款,粉色 短款,2025-07-03 05:09:31,安徽省,池州市,淘宝,SUB20250004126,ONSUB20250004126,ORIG20250004126,1,160.0,160.0,180.28,否,已完成,未申请退款,0,0
4128,INT20250004127,ON20250004127,ZARA童装官方旗舰店,ae9345333048563964,2025-08-06 10:45:37,2025-08-03 10:45:37,366.0,366.0,已完成,管建军,SPU078,SPU078-粉色-XS,连帽卫衣秋冬款,粉色 加长,2025-08-03 10:45:37,上海市,上海市,淘宝,SUB20250004127,ONSUB20250004127,ORIG20250004127,3,122.0,366.0,175.05,否,已完成,退款关闭,0,0
4129,INT20250004128,ON20250004128,美特斯邦威官方旗舰店,ab6956127698920857,,2025-09-01 21:45:17,504.0,504.0,已付款,欧秀荣,SPU165,SPU165-红色-L,针织衫经典款,红色 标准,2025-08-31 21:45:17,贵州省,贵阳市,淘宝,SUB20250004128,ONSUB20250004128,ORIG20250004128,3,168.0,504.0,241.19,是,已付款,申请退款,3,0
4130,INT20250004129,ON20250004129,COS女装官方旗舰店,ae7461384578441067,,2025-08-04 01:24:49,786.0,786.0,已付款,钟建军,SPU040,SPU040-棕色-XXXL,运动T恤热卖款,棕色 标准,2025-08-03 01:24:49,湖北省,黄石市,淘宝,SUB20250004129,ONSUB20250004129,ORIG20250004129,3,262.0,786.0,308.65,是,已付款,申请退款,3,0
4131,INT20250004130,ON20250004130,江南布衣官方旗舰店,ae4746901116792425,2025-10-07 20:02:33,2025-10-06 20:02:33,495.0,495.0,已发货,郭杨,SPU118,SPU118-绿色-S,西装外套夏季款,绿色 加长,2025-10-04 20:02:33,湖南省,衡阳市,抖音,SUB20250004130,ONSUB20250004130,ORIG20250004130,1,495.0,495.0,724.91,是,已发货,未申请退款,0,0
4132,INT20250004131,ON20250004131,H&M女装官方旗舰店,ae9249188500064623,,2025-06-10 14:50:49,456.0,456.0,已付款,鲁华,SPU023,SPU023-橙色-L,休闲衬衫秋冬款,橙色 标准,2025-06-09 14:50:49,吉林省,长春市,拼多多,SUB20250004131,ONSUB20250004131,ORIG20250004131,1,456.0,456.0,593.11,是,已付款,未申请退款,0,0
4133,INT20250004132,ON20250004132,森马男装官方旗舰店,ad3792918162171540,,,668.0,0.0,待付款,郭瑜,SPU121,SPU121-粉色-XS,家居服春季款,粉色 加长,2025-07-16 20:12:24,河南省,济源市,天猫,SUB20250004132,ONSUB20250004132,ORIG20250004132,2,334.0,668.0,473.45,否,待付款,未申请退款,0,0
4134,INT20250004133,ON20250004133,Bershka女装官方旗舰店,ad7217493582452787,,2025-09-28 19:13:50,255.0,255.0,已付款,沈洁,SPU182,SPU182-橙色-S,休闲衬衫夏季款,橙色 标准,2025-09-27 19:13:50,山西省,临汾市,天猫,SUB20250004133,ONSUB20250004133,ORIG20250004133,1,255.0,255.0,378.47,是,已付款,申请退款,1,0
4135,INT20250004134,ON20250004134,ZARA男装官方旗舰店,ab9654004481123249,,2025-08-09 15:14:17,1428.0,1428.0,已付款,黄建平,SPU115,SPU115-黄色-XXL,家居服春季款,黄色 标准,2025-08-07 15:14:17,安徽省,芜湖市,天猫,SUB20250004134,ONSUB20250004134,ORIG20250004134,3,476.0,1428.0,702.82,否,已付款,申请退款,3,0
4136,INT20250004135,ON20250004135,H&M男装官方旗舰店,ac9222034125856492,2025-07-16 18:14:20,2025-07-15 18:14:20,370.0,370.0,已完成,刘建国,SPU081,SPU081-橙色-XXL,短袖T恤经典款,橙色 加长,2025-07-13 18:14:20,甘肃省,酒泉市,抖音,SUB20250004135,ONSUB20250004135,ORIG20250004135,1,370.0,370.0,435.33,否,已完成,退款关闭,0,0
4137,INT20250004136,ON20250004136,欧时力女装官方旗舰店,ab3983539268956807,2025-09-26 18:19:15,2025-09-23 18:19:15,349.0,349.0,已完成,吕丹,SPU066,SPU066-黄色-均码,速干短裤秋冬款,黄色 加长,2025-09-21 18:19:15,湖北省,咸宁市,拼多多,SUB20250004136,ONSUB20250004136,ORIG20250004136,1,349.0,349.0,394.1,否,已完成,退款关闭,0,0
4138,INT20250004137,ON20250004137,江南布衣女装官方旗舰店,ad9696429097940254,2025-10-23 13:25:36,2025-10-22 13:25:36,154.0,154.0,已发货,胡建军,SPU109,SPU109-棕色-XS,家居服热卖款,棕色 短款,2025-10-21 13:25:36,重庆市,重庆市,抖音,SUB20250004137,ONSUB20250004137,ORIG20250004137,2,77.0,154.0,112.71,否,已发货,退款关闭,0,0
4139,INT20250004138,ON20250004138,播男装官方旗舰店,ab9368576752999675,2025-09-14 03:52:08,2025-09-13 03:52:08,237.0,237.0,已发货,沈斌,SPU014,SPU014-灰色-均码,西装外套春季款,灰色 标准,2025-09-13 03:52:08,山东省,淄博市,天猫,SUB20250004138,ONSUB20250004138,ORIG20250004138,3,79.0,237.0,116.0,否,已发货,未申请退款,0,0
4140,INT20250004139,ON20250004139,Massimo Dutti男装官方旗舰店,ab2201012255403711,2025-09-11 01:53:26,2025-09-10 01:53:26,382.0,382.0,已完成,刘淑英,SPU137,SPU137-黄色-均码,西装外套秋冬款,黄色 短款,2025-09-08 01:53:26,江苏省,淮安市,抖音,SUB20250004139,ONSUB20250004139,ORIG20250004139,2,191.0,382.0,251.08,是,已完成,未申请退款,0,0
4141,INT20250004140,ON20250004140,Massimo Dutti女装官方旗舰店,ab4281318124062646,2025-05-14 06:03:32,2025-05-12 06:03:32,753.0,753.0,已完成,李淑兰,SPU114,SPU114-米色-XXXL,家居服新款,米色 修身,2025-05-10 06:03:32,天津市,天津市,拼多多,SUB20250004140,ONSUB20250004140,ORIG20250004140,3,251.0,753.0,307.99,否,已完成,成功退款,3,1
